MARKET,DEALER,DEPARTMENT,PAYMENT_TYPE,INV_DATE,INVOICE_TYPE,INV_TOTAL_LOCAL,VIN,REG_PLATE,VEH_TYPE,FUEL_TYPE,VEH_DESCRIPTION,ACCOUNT_CODE,CUSTOMER_NAME_AGREGATED,CUSTOMER_ADD_AGREGATED,LAST_NAME,FIRST_NAME,TITLE_,COMPANY_NAME_1,COMPANY_NAME_2,STREET,REGION,CITY,COUNTY,POSTCODE,ADDR_1,ADDR_2,ADDR_3,ADDR_4,ADDR_5,ADDR_6,HOME_TEL,WORK_TEL,PRO_TITLE,MOBILE_1,MOBILE_2,EMAIL_1,EMAIL_2,SALUTATION,PV_CV,CUSTOMER_TYPE
GB,47114CA,S,R,15/06/2026,380,54.85,WF0DXXGAKDEU00067,201LS00067,#,G,B Max,149536,Leah Gray,"BN15 4LM Lancing, 737 River View",Gutierrez,Leah,#,#,#,737 River View,West Sussex,Lancing,United Kingdom,BN15 4LM,#,#,#,#,#,#,12025550167,12025550167,#,12025550167,#,#,#,Mr,OV,I
GB,83556EA,S,R,19/06/2026,380,547.6,WF0DXXGAKDEU00068,201LS00068,T,D,Transit 2020,3386916,Nathan Ramirez,"BN15 4NP Lancing, 749 Lakeside Road",Ortiz,Nathan,#,#,#,749 Lakeside Road,West Sussex,Lancing,United Kingdom,BN15 4NP,#,#,#,#,#,#,12025550168,12025550168,#,12025550168,#,user068@example.com,#,#,CV,I
IE,51171,S,W,15/06/2026,380,295.76,WF0DXXGAKDEU00069,201LS00069,T,G,Ranger P703A,T0006230,Hazel James,"BN15 4QR Lancing, 761 Coastal Way",Morgan,Hazel,#,#,#,761 Coastal Way,West Sussex,Lancing,United Kingdom,BN15 4QR,#,#,#,Co Longford,#,#,12025550169,12025550169,#,12025550169,#,user069@example.com,#,Mr.                 trevortenright@gmail.com,CV,I
GB,84465AA,S,W,18/06/2026,380,50.83,WF0DXXGAKDEU00070,201LS00070,#,D,Transit Connect - V408,NOACCOUNT#,Caleb Watson,"BN15 4ST Lancing, 773 Harbour Close",Cooper,Caleb,#,#,#,773 Harbour Close,West Sussex,Lancing,United Kingdom,BN15 4ST,#,#,#,#,#,#,12025550170,12025550170,#,12025550170,#,user070@example.com,#,#,CV,I
GB,43301BA,S,R,15/06/2026,380,310.43,WF0DXXGAKDEU00071,201LS00071,C,G,Fiesta 2002,T1519304,Violet Brooks,"BN15 4UV Lancing, 785 Marina Drive",Peterson,Violet,#,#,#,785 Marina Drive,West Sussex,Lancing,United Kingdom,BN15 4UV,#,#,#,#,#,#,12025550171,12025550171,#,12025550171,#,user071@example.com,#,johnhpcread@gmail.com,PV,I
IE,51171,S,R,17/06/2026,380,982.9,WF0DXXGAKDEU00072,201LS00072,T,D,TRANSIT CUSTOM,T0017732,Ryan Kelly,"BN15 4WX Lancing, 797 Anchorage Road",Bailey,Ryan,#,#,#,797 Anchorage Road,West Sussex,Lancing,United Kingdom,BN15 4WX,#,#,#,Kilkenny,Co Kilkenny,#,12025550172,12025550172,#,12025550172,#,user072@example.com,#,Mr.                 noel.sbuckley@gmail.com,OV,I
GB,72707CA,S,R,19/06/2026,380,256.33,WF0DXXGAKDEU00073,201LS00073,C,G,EcoSport,T2129696,Aurora Sanders,"BN15 4YZ Lancing, 809 Pier Avenue",Reed,Aurora,#,#,#,809 Pier Avenue,West Sussex,Lancing,United Kingdom,BN15 4YZ,#,#,#,#,Warwick,CV34 7BZ,12025550173,12025550173,#,12025550173,#,#,#,Mr                  gaurav.nk.48@gmail.com,PV,I
GB,47114AA,S,W,18/06/2026,380,112.42,WF0DXXGAKDEU00074,201LS00074,#,D,Transit Connect - V408,148793,Christian Price,"BN15 3AB Lancing, 821 Cliff Road",Kelly,Christian,#,#,#,821 Cliff Road,West Sussex,Lancing,United Kingdom,BN15 3AB,#,#,#,#,#,#,12025550174,12025550174,#,12025550174,#,user074@example.com,#,Mr,CV,I
GB,50669AA,S,R,18/06/2026,380,283.22,WF0DXXGAKDEU00075,201LS00075,C,G,Fiesta 2013,RUND02,Savannah Bennett,"BN15 3CD Lancing, 833 Shoreham Lane",Howard,Savannah,#,#,#,833 Shoreham Lane,West Sussex,Lancing,United Kingdom,BN15 3CD,#,#,#,#,#,#,12025550175,12025550175,#,12025550175,#,user075@example.com,#,MR,PV,I
IE,51041,S,W,15/06/2026,380,50.32,WF0DXXGAKDEU00076,201LS00076,T,D,Transit Custom,25071,Jonathan Wood,"BN15 3EF Lancing, 845 Beacon Road",Ramos,Jonathan,#,#,#,845 Beacon Road,West Sussex,Lancing,United Kingdom,BN15 3EF,#,#,#,#,#,#,12025550176,12025550176,#,12025550176,#,user076@example.com,#,Mr,CV,I
GB,47114CA,S,W,16/06/2026,380,107.38,WF0DXXGAKDEU00077,201LS00077,#,#,Kuga 2021,155698,Brooklyn Barnes,"BN15 3GH Lancing, 857 Downs Lane",Kim,Brooklyn,#,#,#,857 Downs Lane,West Sussex,Lancing,United Kingdom,BN15 3GH,#,#,#,#,#,#,12025550177,12025550177,#,12025550177,#,#,#,Mrs,PV,I
GB,47114DA,S,W,16/06/2026,380,80.56,WF0DXXGAKDEU00078,201LS00078,T,D,Ranger P703M,144624,Thomas Ross,"BN15 3JK Lancing, 869 Cross Street",Cox,Thomas,#,#,#,869 Cross Street,West Sussex,Lancing,United Kingdom,BN15 3JK,#,#,#,#,#,#,12025550178,12025550178,#,12025550178,#,user078@example.com,#,#,CV,I
GB,84465AA,S,W,19/06/2026,380,723.87,WF0DXXGAKDEU00079,201LS00079,T,D,Transit 2020,NOACCOUNT#,Claire Henderson,"BN15 3LM Lancing, 881 High Street",Ward,Claire,#,#,#,881 High Street,West Sussex,Lancing,United Kingdom,BN15 3LM,#,#,#,#,#,#,12025550179,12025550179,#,12025550179,#,user079@example.com,#,#,CV,I
GB,47114DA,S,R,17/06/2026,380,93,WF0DXXGAKDEU00080,201LS00080,#,D,Transit Custom,129813,Charles Coleman,"BN15 3NP Lancing, 893 Market Road",Richardson,Charles,#,#,#,893 Market Road,West Sussex,Lancing,United Kingdom,BN15 3NP,#,#,#,#,#,#,12025550180,12025550180,#,12025550180,#,user080@example.com,#,Mr,CV,I
GB,72707BA,S,R,15/06/2026,380,132.5,WF0DXXGAKDEU00081,201LS00081,#,D,Transit 2020,T2223653,Skylar Jenkins,"BN15 3QR Lancing, 905 Forge Lane",Watson,Skylar,#,#,#,905 Forge Lane,West Sussex,Lancing,United Kingdom,BN15 3QR,#,#,#,#,Rugby,CV21 1PB,12025550181,12025550181,#,12025550181,#,user081@example.com,#,Mr                  yvonne@advancedtotalsupplies.co.uk,CV,I
GB,83883AA,S,R,17/06/2026,380,98.57,WF0DXXGAKDEU00082,201LS00082,C,G,Mustang 2015,T2153732,Aaron Perry,"BN15 3ST Lancing, 917 Foundry Close",Brooks,Aaron,#,#,#,917 Foundry Close,West Sussex,Lancing,United Kingdom,BN15 3ST,#,#,#,#,#,#,12025550182,12025550182,#,12025550182,#,#,#,#,IV,I
GB,47114CA,S,R,19/06/2026,380,270.08,WF0DXXGAKDEU00083,201LS00083,C,G,Focus 2015,175788,Lucy Powell,"BN15 3UV Lancing, 929 Chapel Road",Chavez,Lucy,#,#,#,929 Chapel Road,West Sussex,Lancing,United Kingdom,BN15 3UV,#,#,#,#,#,#,12025550183,12025550183,#,12025550183,#,user083@example.com,#,Mr,PV,I
GB,84465AA,S,R,18/06/2026,380,751.66,WF0DXXGAKDEU00084,201LS00084,T,D,Transit Custom,NOACCOUNT#,Lincoln Long,"BN15 3WX Lancing, 941 Rectory Lane",Wood,Lincoln,#,#,#,941 Rectory Lane,West Sussex,Lancing,United Kingdom,BN15 3WX,#,#,#,#,#,#,12025550184,12025550184,#,12025550184,#,user084@example.com,#,#,CV,I
GB,47114AA,S,W,18/06/2026,380,93.89,WF0DXXGAKDEU00085,201LS00085,T,D,TRANSIT CUSTOM,166594,Anna Patterson,"BN15 3YZ Lancing, 953 Glebe Road",James,Anna,#,#,#,953 Glebe Road,West Sussex,Lancing,United Kingdom,BN15 3YZ,#,#,#,#,#,#,12025550185,12025550185,#,12025550185,#,user085@example.com,#,Mr,OV,I
GB,47114AA,S,R,18/06/2026,380,830.98,WF0DXXGAKDEU00086,201LS00086,C,G,Fiesta 2013,162461,Jeremiah Hughes,"BN15 2AB Lancing, 965 Boundary Road",Bennett,Jeremiah,#,#,#,965 Boundary Road,West Sussex,Lancing,United Kingdom,BN15 2AB,#,#,#,#,#,#,12025550186,12025550186,#,12025550186,#,user086@example.com,#,Mrs,PV,I
GB,83883AA,S,R,18/06/2026,380,180.5,WF0DXXGAKDEU00087,201LS00087,#,D,Mondeo 2015,T2078840,Caroline Flores,"BN15 2CD Lancing, 977 Field View",Gray,Caroline,#,#,#,977 Field View,West Sussex,Lancing,United Kingdom,BN15 2CD,#,#,#,Wiltshire,#,SN25 4GT,12025550187,12025550187,#,12025550187,#,user087@example.com,#,Mr                  derekrricketts@yahoo.co.uk,PV,I
GB,72707CA,S,R,19/06/2026,380,172.17,WF0DXXGAKDEU00088,201LS00088,#,G,Focus 2018,T2074210,Adrian Washington,"BN15 2EF Lancing, 989 Harvest Way",Mendoza,Adrian,#,#,#,989 Harvest Way,West Sussex,Lancing,United Kingdom,BN15 2EF,#,#,#,#,Leamington Spa,CV33 9SW,12025550188,12025550188,#,12025550188,#,#,#,Mr                  tristanwright81@gmail.com,PV,I
GB,47114CA,S,R,15/06/2026,380,321.67,WF0DXXGAKDEU00089,201LS00089,C,G,Focus 2015,140914,Genesis Butler,"BN15 2GH Lancing, 1001 Farm Lane",Ruiz,Genesis,#,#,#,1001 Farm Lane,West Sussex,Lancing,United Kingdom,BN15 2GH,#,#,#,#,#,#,12025550189,12025550189,#,12025550189,#,user089@example.com,#,Mr,PV,I
GB,84465AA,S,W,18/06/2026,380,61,WF0DXXGAKDEU00090,201LS00090,#,E,Transit 2020,NOACCOUNT#,Hunter Simmons,"BN15 2JK Lancing, 1013 Orchard Close",Hughes,Hunter,#,#,#,1013 Orchard Close,West Sussex,Lancing,United Kingdom,BN15 2JK,#,#,#,#,#,#,12025550190,12025550190,#,12025550190,#,user090@example.com,#,#,CV,I
GB,85795AA,S,R,16/06/2026,380,347.35,WF0DXXGAKDEU00091,201LS00091,C,G,Fiesta 2013,NOACCOUNT#,Sarah Foster,"BN15 2LM Lancing, 1025 Vineyard Road",Price,Sarah,#,#,#,1025 Vineyard Road,West Sussex,Lancing,United Kingdom,BN15 2LM,#,#,#,#,#,#,12025550191,12025550191,#,12025550191,#,user091@example.com,#,Mr,PV,I
GB,83883AA,S,R,19/06/2026,380,54.85,WF0DXXGAKDEU00092,201LS00092,#,#,Kuga 2021,T2180236,Cameron Gonzales,"BN15 2NP Lancing, 1037 Stable Drive",Alvarez,Cameron,#,#,#,1037 Stable Drive,West Sussex,Lancing,United Kingdom,BN15 2NP,#,#,#,#,Swindon,SN25 2JQ,12025550192,12025550192,#,12025550192,#,#,#,Mr                  bomber1268@gmail.com,PV,I
GB,43301BA,S,W,18/06/2026,380,118.13,WF0DXXGAKDEU00093,201LS00093,C,D,Galaxy 2015,T1807139,Madelyn Bryant,"BN15 2QR Lancing, 1049 Paddock Way",Castillo,Madelyn,#,#,#,1049 Paddock Way,West Sussex,Lancing,United Kingdom,BN15 2QR,#,#,#,#,Walsall,WS2 8LH,12025550193,12025550193,#,12025550193,#,user093@example.com,#,Company             tsa.department@babcockinternational.com,PV,I
GB,43301BA,S,R,17/06/2026,380,469.79,WF0DXXGAKDEU00094,201LS00094,C,G,Focus 2015,T1775791,Connor Alexander,"BN15 2ST Lancing, 1061 Mill Close",Sanders,Connor,#,#,#,1061 Mill Close,West Sussex,Lancing,United Kingdom,BN15 2ST,#,#,#,#,Slough,SL3 7NL,12025550194,12025550194,#,12025550194,#,user094@example.com,#,Mr                  shankom@gmail.com,PV,I
IE,51172,S,R,19/06/2026,380,1489.4,WF0DXXGAKDEU00095,201LS00095,C,D,V769 Transit Courier,/0047617,Alice Russell,"BN15 2UV Lancing, 1073 Bakers Lane",Patel,Alice,#,#,#,1073 Bakers Lane,West Sussex,Lancing,United Kingdom,BN15 2UV,#,#,#,#,#,#,12025550195,12025550195,#,12025550195,#,user095@example.com,#,#,CV,I
IE,51172,S,R,15/06/2026,380,72,WF0DXXGAKDEU00096,201LS00096,#,D,Kuga 2013,T0030562,Eli Griffin,"BN15 2WX Lancing, 1085 Coopers Road",Myers,Eli,#,#,#,1085 Coopers Road,West Sussex,Lancing,United Kingdom,BN15 2WX,#,#,#,Ballincollig,Cork,P31WP22,12025550196,12025550196,#,12025550196,#,user096@example.com,#,Ms                  eibhlisnis@gmail.com,PV,I
IE,51172,S,R,15/06/2026,380,221.67,WF0DXXGAKDEU00097,201LS00097,C,D,Transit Connect - V408,T0030516,Kennedy Diaz,"BN15 2YZ Lancing, 1097 Tanners Way",Long,Kennedy,#,#,#,1097 Tanners Way,West Sussex,Lancing,United Kingdom,BN15 2YZ,#,#,#,Cork,#,#,12025550197,12025550197,#,12025550197,#,#,#,Mr,CV,I
GB,43301BA,S,R,15/06/2026,380,186.39,WF0DXXGAKDEU00098,201LS00098,C,D,S-Max 2015,T1414483,Robert Hayes,"BN15 1AB Lancing, 1109 Weavers Close",Ross,Robert,#,#,#,1109 Weavers Close,West Sussex,Lancing,United Kingdom,BN15 1AB,#,#,#,#,Slough,SL2 1AG,12025550198,12025550198,#,12025550198,#,user098@example.com,#,Mr                  ivanalinford@aol.com,OV,I
GB,83556AA,S,R,15/06/2026,380,351.15,WF0DXXGAKDEU00099,201LS00099,T,D,TRANSIT CUSTOM,3605821,Ruby Myers,"BN15 1CD Lancing, 1121 Carpenters Lane",Foster,Ruby,#,#,#,1121 Carpenters Lane,West Sussex,Lancing,United Kingdom,BN15 1CD,#,#,#,#,#,#,12025550199,12025550199,#,12025550199,#,user099@example.com,#,Mr,OV,I
GB,83883AA,S,W,16/06/2026,380,65.68,WF0DXXGAKDEU00100,201LS00100,T,D,Transit 2020,T2180256,Robert Hayeston,"BN15 1EF Lancing, 1133 Smithy Road",Jimenez,#,#,#,#,1133 Smithy Road,West Sussex,Lancing,United Kingdom,BN15 1EF,#,#,#,40 High Street,Pewsey,SN9 5AQ,12025550200,12025550200,#,12025550200,#,user100@example.com,#,Mr                  dabeckuk@hotmail.com,CV,I
